Mortalidade Geral
Óbitos Residentes MSP por Idade Detalhada e Distrito Admin residência
Sexo: Masculino
Raça/Cor: Não informado
Período:2010-2019
"Idade Detalhada";"Água Rasa";"Alto de Pinheiros";"Anhanguera";"Aricanduva";"Artur Alvim";"Barra Funda";"Bela Vista";"Belém";"Bom Retiro";"Brás";"Brasilândia";"Butantã";"Cachoeirinha";"Cambuci";"Campo Belo";"Campo Grande";"Campo Limpo";"Cangaíba";"Capão Redondo";"Carrão";"Casa Verde";"Cidade Ademar";"Cidade Dutra";"Cidade Líder";"Cidade Tiradentes";"Consolação";"Cursino";"Ermelino Matarazzo";"Freguesia do Ó";"Grajaú";"Guaianases";"Iguatemi";"Ipiranga";"Itaim Bibi";"Itaim Paulista";"Itaquera";"Jabaquara";"Jaçanã";"Jaguara";"Jaguaré";"Jaraguá";"Jardim Ângela";"Jardim Helena";"Jardim Paulista";"Jardim São Luís";"José Bonifácio";"Lajeado";"Lapa";"Liberdade";"Limão";"Mandaqui";"Marsilac";"Moema";"Moóca";"Morumbi";"Parelheiros";"Pari";"Parque do Carmo";"Pedreira";"Penha";"Perdizes";"Perus";"Pinheiros";"Pirituba";"Ponte Rasa";"Raposo Tavares";"República";"Rio Pequeno";"Sacomã";"Santa Cecília";"Santana";"Santo Amaro";"São Domingos";"São Lucas";"São Mateus";"São Miguel";"São Rafael";"Sapopemba";"Saúde";"Sé";"Socorro";"Tatuapé";"Tremembé";"Tucuruvi";"Vila Andrade";"Vila Curuçá";"Vila Formosa";"Vila Guilherme";"Vila Jacuí";"Vila Leopoldina";"Vila Maria";"Vila Mariana";"Vila Matilde";"Vila Medeiros";"Vila Prudente";"Vila Sônia";"Ignorado";"Total"
"60 anos";-;1;-;1;2;-;-;1;1;1;2;1;2;-;2;2;2;2;3;1;1;2;-;1;4;1;-;-;1;2;4;4;1;2;1;1;2;1;1;-;2;8;-;3;1;3;-;2;1;2;1;-;2;1;1;3;-;-;-;1;2;1;-;3;-;-;1;1;-;1;1;2;1;2;-;-;-;3;4;-;-;-;1;2;1;1;1;-;-;1;3;3;3;1;1;-;1;125
"61 anos";3;-;-;-;2;-;1;2;1;-;5;-;3;-;1;-;3;3;1;1;-;2;3;1;13;-;-;-;1;2;4;1;3;2;2;2;1;3;-;-;6;4;-;-;2;2;2;1;-;-;-;-;-;1;-;1;1;1;1;3;1;4;1;3;1;-;2;-;4;1;1;-;-;2;2;-;-;4;2;1;2;-;2;-;1;1;2;1;-;1;1;3;-;2;-;-;-;136
"62 anos";-;-;1;-;1;-;-;1;2;-;1;-;2;-;3;-;2;1;3;2;-;4;2;-;7;2;1;2;1;5;3;1;1;3;1;1;2;-;1;-;2;6;-;2;4;2;2;-;-;3;1;-;2;-;-;-;-;-;1;1;1;3;1;2;2;-;3;1;2;1;2;3;1;1;2;-;-;4;2;-;-;3;-;1;1;2;-;-;2;-;-;2;1;1;-;-;1;127
"63 anos";-;-;-;1;1;-;-;-;-;-;4;2;2;-;1;-;3;-;4;1;3;4;2;4;12;-;1;2;5;2;2;2;-;2;1;1;4;1;-;1;3;7;1;-;2;1;-;1;-;1;1;-;2;2;1;-;-;1;1;1;1;-;-;1;2;-;2;-;5;-;1;-;5;2;2;-;-;2;3;2;-;2;3;1;-;1;-;3;1;1;3;1;1;2;2;-;-;142
"64 anos";-;-;-;1;1;-;-;-;-;2;5;-;1;1;2;1;2;3;3;1;-;2;2;-;6;-;3;-;3;2;4;3;-;-;2;1;2;1;-;-;4;5;-;3;5;2;2;2;1;4;-;-;1;-;1;2;-;-;1;1;-;2;1;-;1;2;1;1;1;1;3;2;-;-;3;-;1;1;1;-;4;1;3;1;1;1;1;1;5;-;2;1;3;1;1;-;2;137
"65 anos";-;-;1;1;-;1;2;2;-;-;1;-;-;2;1;1;1;3;5;-;1;3;1;3;8;-;2;2;1;2;2;-;3;-;1;6;2;2;-;-;1;3;-;4;1;2;1;1;-;1;3;1;5;3;1;-;-;-;-;3;-;1;1;2;3;1;-;2;1;-;-;1;1;1;1;2;1;3;2;-;-;2;1;3;-;1;-;2;1;2;-;1;4;1;-;2;1;134
"66 anos";-;-;2;1;2;-;-;1;2;-;2;2;1;1;-;1;1;-;3;1;3;2;3;2;6;1;-;-;3;3;3;1;1;2;1;1;1;-;-;-;2;9;-;1;1;1;-;1;1;-;2;-;-;1;1;3;1;-;1;1;-;1;-;1;1;-;-;2;3;1;1;2;2;1;2;1;-;4;4;-;-;-;3;2;2;1;2;1;2;-;-;2;1;3;-;1;-;125
"67 anos";1;1;1;-;1;-;1;2;-;2;4;1;-;1;4;2;2;1;2;1;3;1;2;1;6;3;1;1;4;2;3;2;-;-;3;2;1;1;-;-;3;3;1;2;1;2;-;2;1;1;1;-;2;1;1;2;-;1;1;3;2;-;-;4;1;2;1;1;5;2;2;1;-;1;2;1;-;4;2;-;1;-;6;3;-;2;-;-;2;-;2;3;-;1;-;1;-;143
"68 anos";3;-;-;3;1;2;1;1;2;-;2;-;1;1;-;4;2;4;5;4;-;2;4;1;9;1;2;-;3;1;2;1;3;-;-;2;4;1;-;-;6;3;-;1;4;3;4;-;1;-;1;-;-;-;1;-;-;1;-;2;1;2;3;1;2;1;1;1;3;2;1;4;1;4;2;-;2;7;3;-;-;1;4;1;2;-;2;-;1;1;4;1;3;1;3;2;-;166
"69 anos";3;-;-;1;-;-;-;2;2;-;1;-;3;-;1;4;1;1;4;-;2;2;1;1;6;3;-;1;2;2;2;3;1;1;1;3;3;1;1;-;2;3;-;-;-;4;3;-;-;4;-;-;3;-;-;3;1;-;-;1;1;1;1;2;4;-;-;1;2;-;1;4;-;5;2;2;-;3;3;-;-;1;4;2;-;1;1;-;1;-;2;7;1;3;6;-;2;146
"70 anos";4;1;1;1;-;1;1;-;2;-;4;-;1;1;1;3;3;2;5;2;1;-;3;1;4;2;1;-;3;3;2;4;-;1;-;1;5;1;-;1;2;7;2;1;7;3;2;2;1;-;3;-;1;2;1;2;-;-;2;1;3;2;2;7;3;1;1;1;5;-;3;-;2;2;2;1;1;3;2;-;1;2;1;5;3;1;3;-;-;1;3;-;3;2;1;2;-;174
"71 anos";2;1;2;2;1;3;1;-;1;1;3;2;1;-;1;3;2;1;1;1;2;5;3;3;9;-;-;2;1;3;3;2;2;-;3;3;1;-;-;1;3;3;-;2;2;-;3;4;2;3;1;-;2;2;1;3;-;-;-;1;2;3;1;-;-;2;1;1;2;-;2;-;2;3;3;-;-;5;4;-;2;3;1;2;-;1;5;1;1;-;-;-;1;4;4;1;-;161
"72 anos";-;-;-;-;2;-;3;-;-;-;3;-;-;2;2;-;2;2;1;2;1;6;1;3;8;-;-;2;4;5;2;5;1;5;2;3;5;2;1;-;3;9;-;2;3;-;2;1;2;-;1;-;2;-;1;1;-;-;2;3;-;1;1;7;2;2;1;1;4;1;2;1;2;1;1;2;-;1;2;1;-;3;3;2;-;-;5;1;1;-;-;4;3;3;-;-;-;165
"73 anos";2;1;-;2;1;1;3;1;1;-;3;2;-;2;3;2;2;3;2;-;3;-;4;2;6;2;2;-;3;5;2;-;2;4;-;4;1;1;1;2;2;8;1;1;4;-;2;2;-;2;2;-;2;1;-;1;-;1;-;2;1;-;-;2;2;3;5;1;3;1;3;1;1;-;-;3;-;3;1;-;1;1;2;3;2;1;1;2;1;-;1;5;3;-;3;6;1;169
"74 anos";1;-;1;2;3;1;1;1;1;-;2;4;3;-;-;1;2;2;5;2;1;7;2;-;5;1;2;1;3;1;2;-;3;3;2;3;1;-;1;1;2;4;1;2;5;2;2;-;3;-;1;-;2;2;1;-;-;2;-;3;2;3;2;5;-;-;1;3;5;4;1;2;3;8;6;2;2;3;2;-;-;6;2;3;4;2;-;2;1;-;2;6;3;4;-;2;1;195
"75 anos";6;-;-;-;-;-;1;1;2;-;4;-;4;2;1;-;6;2;4;3;2;3;1;1;4;2;4;2;1;3;3;-;4;1;3;1;1;1;2;1;4;8;3;2;4;-;2;4;1;5;2;-;3;2;1;1;-;1;2;4;6;1;2;-;1;1;-;4;4;3;5;1;1;3;2;1;1;2;3;-;-;-;6;4;1;2;6;1;2;1;1;-;3;5;4;1;1;204
"76 anos";2;1;-;3;2;1;-;-;1;-;2;2;1;-;3;5;2;4;3;4;3;1;-;1;6;1;2;-;3;1;-;2;1;2;2;-;3;1;1;-;2;6;4;3;7;3;2;-;1;2;5;-;1;3;-;-;-;-;1;3;3;1;-;1;1;-;1;2;4;2;4;4;3;3;1;2;1;3;3;-;-;-;4;3;-;-;3;-;1;-;1;6;-;4;-;2;-;172
"77 anos";-;-;1;4;3;2;3;-;1;-;1;-;2;-;-;4;3;1;1;2;6;3;2;3;-;-;2;1;1;-;1;4;8;2;1;4;6;1;1;-;2;2;-;-;2;1;4;3;-;4;6;-;3;5;-;-;-;-;2;4;1;2;2;1;3;1;2;2;1;4;1;4;3;6;1;1;-;2;3;-;1;-;2;1;3;-;2;2;1;1;2;2;-;4;-;3;-;176
"78 anos";4;2;-;1;1;-;2;-;2;-;3;1;2;-;2;2;-;1;5;4;3;3;2;1;7;1;4;-;4;4;2;1;2;2;2;3;7;-;1;-;3;6;1;4;3;1;2;4;2;2;5;-;1;3;-;-;1;2;-;3;1;2;1;5;1;1;-;1;4;3;2;4;-;5;2;-;1;3;1;-;2;2;2;3;1;1;3;3;-;-;4;5;-;3;1;1;-;192
"79 anos";2;1;-;2;-;-;1;2;1;-;3;2;2;-;1;2;-;5;2;1;-;4;4;1;2;4;4;3;-;1;1;-;3;2;2;2;2;1;1;1;-;3;-;2;3;-;3;3;3;8;5;1;1;4;1;3;2;4;-;5;1;-;1;6;2;2;-;4;4;3;2;1;3;1;2;3;-;3;2;-;1;3;3;3;3;2;3;-;5;1;1;8;3;3;-;1;-;196
"80 anos";3;2;-;1;1;-;3;-;1;3;3;1;5;2;2;3;1;2;6;2;2;2;1;1;9;2;5;2;2;1;4;3;2;1;1;1;5;2;1;-;1;4;-;2;2;2;1;1;1;-;2;-;1;2;1;1;-;1;-;4;2;-;1;3;1;-;3;2;5;1;5;4;2;4;1;-;-;3;3;-;1;3;4;2;1;1;3;2;3;-;-;5;-;4;6;5;-;194
"81 anos";4;2;-;1;-;-;1;1;-;-;4;1;4;-;2;2;3;3;1;3;1;4;1;-;4;1;4;2;5;1;2;1;3;2;3;3;5;4;-;2;3;2;-;2;-;2;2;1;4;1;3;-;4;5;-;1;1;-;-;3;3;1;2;6;3;-;4;3;5;4;5;3;6;-;1;2;1;2;2;-;-;3;1;-;-;4;2;5;-;-;1;2;1;3;2;1;1;193
"82 anos";5;1;-;2;2;4;1;-;-;-;1;3;4;-;2;2;-;1;1;-;3;3;3;2;4;1;1;4;1;2;4;-;3;4;-;-;5;7;2;-;1;5;-;4;2;-;3;3;1;1;3;-;4;1;2;-;-;2;3;3;2;1;3;2;2;-;-;2;1;5;4;4;2;1;1;3;2;4;4;-;-;3;3;3;-;-;-;1;2;-;2;4;3;4;4;1;-;189
"83 anos";-;-;-;3;2;1;4;-;1;1;3;3;4;-;2;1;-;3;1;2;6;6;3;1;4;2;4;-;2;2;-;1;2;6;-;2;4;2;-;-;2;1;2;3;1;-;1;2;2;4;1;-;5;3;-;-;1;-;3;3;-;-;1;1;2;1;2;1;2;1;4;-;-;4;3;4;-;2;2;2;1;1;-;4;3;-;2;1;2;1;-;5;5;1;2;1;-;173
"84 anos";4;2;-;1;3;-;2;3;1;2;4;2;3;4;3;3;1;2;-;2;-;1;2;1;5;2;1;3;5;1;6;1;1;4;1;2;2;-;-;2;3;3;-;1;-;3;1;-;3;-;1;-;5;2;-;2;1;-;-;4;2;-;3;3;2;1;1;2;3;3;-;4;-;1;1;-;1;1;7;2;2;3;2;1;2;2;2;2;-;1;3;7;-;-;1;1;1;178
"85 anos";-;1;-;4;1;2;-;2;-;-;1;1;2;-;3;4;5;1;4;2;2;5;2;2;3;1;3;-;3;-;3;2;4;4;2;1;2;-;-;-;1;1;-;7;2;1;1;2;3;-;-;-;4;-;1;-;1;2;2;3;-;-;1;1;1;1;-;-;2;3;3;3;-;4;1;1;1;-;7;-;-;2;1;4;-;-;5;1;3;-;1;4;3;2;3;-;-;161
"86 anos";2;2;-;1;4;2;1;2;-;-;2;2;2;4;3;-;1;2;1;2;3;1;-;2;3;2;4;-;4;3;-;1;6;8;-;2;9;2;-;-;-;4;-;4;-;-;4;-;2;1;3;-;1;2;1;2;-;-;2;3;4;-;2;1;2;1;-;1;4;2;1;2;-;4;1;3;2;1;4;-;-;3;2;5;2;1;4;-;1;-;1;8;1;7;2;1;-;185
"87 anos";3;3;-;2;1;-;-;-;-;-;2;1;-;2;2;2;-;1;3;3;6;4;1;1;1;4;2;-;2;2;1;1;1;4;-;-;7;-;1;-;-;-;1;3;3;1;-;1;2;-;1;-;6;3;1;-;-;-;1;3;5;-;1;3;2;-;2;1;5;1;5;2;2;4;1;3;-;4;2;1;-;4;4;1;2;1;2;3;2;-;2;2;3;1;2;1;-;163
"88 anos";2;2;-;2;1;-;5;-;3;-;1;1;-;1;4;-;1;1;1;2;3;4;1;-;1;2;1;-;3;-;3;-;5;3;-;2;4;-;-;-;-;2;-;2;1;1;-;1;2;1;2;-;3;5;2;-;1;-;-;2;3;1;3;-;3;-;-;3;3;1;6;4;2;4;2;-;-;3;3;-;-;2;3;-;1;2;1;-;2;-;4;5;3;3;4;-;-;155
"89 anos";1;2;-;2;1;-;2;-;-;-;3;1;-;4;1;-;-;-;-;1;1;1;-;-;2;1;-;-;-;-;-;1;-;4;-;1;2;-;1;-;-;1;1;4;-;-;1;2;2;2;1;-;9;-;1;-;-;1;-;2;1;1;4;1;1;2;1;1;2;2;4;1;2;1;-;2;-;2;2;-;1;2;1;4;1;-;-;1;1;1;-;4;-;1;1;2;-;109
"90 anos";1;1;1;3;-;2;1;1;-;-;1;1;-;-;2;1;-;2;-;-;-;3;1;-;1;2;5;-;3;1;1;-;-;4;2;-;2;-;-;-;1;2;-;1;3;-;1;3;2;-;-;-;2;3;1;-;-;-;-;1;3;-;-;4;1;1;1;2;2;4;1;4;-;2;-;2;-;3;2;-;-;3;-;1;-;-;2;-;-;-;2;5;-;2;1;1;-;111
"91 anos";3;2;-;-;-;-;-;1;-;-;1;-;-;-;3;-;1;2;1;2;-;1;-;-;3;1;-;1;1;1;1;1;1;2;-;3;-;3;-;-;-;1;2;1;2;-;-;-;2;1;-;-;1;2;-;-;-;-;-;1;6;-;2;-;-;-;-;1;2;2;3;3;-;3;-;1;-;1;2;1;-;1;-;2;-;-;-;1;2;-;-;1;1;-;1;4;-;88
"92 anos";-;1;-;2;1;-;-;1;-;-;-;-;-;-;2;-;-;1;-;1;1;-;1;-;-;-;1;-;2;-;2;1;-;3;-;1;2;-;1;-;1;1;-;1;1;-;-;1;-;-;-;-;3;-;-;-;-;-;2;1;2;1;2;-;1;-;1;1;1;2;1;-;1;-;-;-;-;3;1;2;-;1;2;-;-;-;-;-;-;-;1;5;-;-;-;-;-;63
"93 anos";1;-;-;2;1;-;-;1;2;-;-;-;1;-;1;-;-;-;2;2;-;1;-;1;-;1;4;-;-;-;-;-;2;4;-;-;1;1;-;-;-;-;-;1;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2;2;1;-;2;-;-;4;2;-;-;-;1;-;-;1;1;-;-;3;-;1;-;-;1;-;1;-;1;4;-;1;-;1;-;63
"94 anos";-;1;-;-;-;-;-;1;-;-;1;-;1;-;2;1;-;-;1;-;1;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;1;2;-;-;-;1;-;4;1;-;1;2;-;1;3;-;2;1;1;-;-;-;1;-;2;-;1;-;1;-;-;1;-;2;2;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;1;2;3;1;-;-;1;-;54
"95 anos";2;-;-;1;-;-;-;2;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;1;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;1;1;-;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-;-;2;-;-;1;-;1;1;-;1;1;-;-;-;3;1;1;1;1;-;41
"96 anos";-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;2;-;-;-;-;-;1;-;-;-;-;-;-;-;2;1;1;-;-;2;-;-;-;1;-;4;-;-;-;-;1;1;-;-;1;1;-;-;-;-;-;1;2;-;1;-;-;-;-;-;1;-;1;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;32
"97 anos";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;1;-;-;2;-;-;-;1;1;-;-;1;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;2;-;-;-;-;1;-;-;1;-;-;1;-;-;1;-;1;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;1;1;-;-;-;25
"98 anos";1;1;-;-;-;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;1;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;1;-;1;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;19
"99 anos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;1;-;-;-;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;11
"100 anos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"101 anos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;1;-;6
"102 anos";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;5
"103 anos";-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;1;-;-;-;-;-;7
"104 anos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"Ignorado";-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;3;12
"Total";88;38;26;70;68;26;59;48;44;24;168;40;91;44;82;71;108;93;173;76;82;158;107;68;341;69;84;55;133;155;124;96;92;104;98;112;154;72;28;21;111;273;58;91;174;74;108;63;59;85;78;2;99;85;37;63;19;34;64;118;82;56;61;125;80;56;72;86;154;101;102;90;73;102;101;71;47;144;107;22;37;88;112;93;61;66;84;55;75;22;92;150;96;114;83;72;35;8352
Fonte: Sistema de Informações sobre Mortalidade – SIM/PRO-AIM – CEInfo –SMS-SP
Notas:
1. Para tabulações de proporções, o campo referente à proporção deve constar em linhas ou colunas.
2. Os coeficientes de mortalidade podem ser tabuladas por Distrito Administrativo e seus agregados (Supervisão de Saúde e Região), faixa etária e sexo.
3. Os coeficientes de mortalidade por homicídio, aids, tuberculose e acidentes de trânsito foram calculados por 100.000 habitantes. 
4. A partir de 2005, os óbitos por acidentes de trânsito foram qualificados com o apoio da Companhia de Engenharia de Tráfego – CET.
