Mortalidade Geral
Óbitos Residentes MSP por Idade Detalhada e Distrito Admin residência
Sexo: Feminino
Raça/Cor: Não informado
Período:2010-2019
"Idade Detalhada";"Água Rasa";"Alto de Pinheiros";"Anhanguera";"Aricanduva";"Artur Alvim";"Barra Funda";"Bela Vista";"Belém";"Bom Retiro";"Brás";"Brasilândia";"Butantã";"Cachoeirinha";"Cambuci";"Campo Belo";"Campo Grande";"Campo Limpo";"Cangaíba";"Capão Redondo";"Carrão";"Casa Verde";"Cidade Ademar";"Cidade Dutra";"Cidade Líder";"Cidade Tiradentes";"Consolação";"Cursino";"Ermelino Matarazzo";"Freguesia do Ó";"Grajaú";"Guaianases";"Iguatemi";"Ipiranga";"Itaim Bibi";"Itaim Paulista";"Itaquera";"Jabaquara";"Jaçanã";"Jaguara";"Jaguaré";"Jaraguá";"Jardim Ângela";"Jardim Helena";"Jardim Paulista";"Jardim São Luís";"José Bonifácio";"Lajeado";"Lapa";"Liberdade";"Limão";"Mandaqui";"Marsilac";"Moema";"Moóca";"Morumbi";"Parelheiros";"Pari";"Parque do Carmo";"Pedreira";"Penha";"Perdizes";"Perus";"Pinheiros";"Pirituba";"Ponte Rasa";"Raposo Tavares";"República";"Rio Pequeno";"Sacomã";"Santa Cecília";"Santana";"Santo Amaro";"São Domingos";"São Lucas";"São Mateus";"São Miguel";"São Rafael";"Sapopemba";"Saúde";"Sé";"Socorro";"Tatuapé";"Tremembé";"Tucuruvi";"Vila Andrade";"Vila Curuçá";"Vila Formosa";"Vila Guilherme";"Vila Jacuí";"Vila Leopoldina";"Vila Maria";"Vila Mariana";"Vila Matilde";"Vila Medeiros";"Vila Prudente";"Vila Sônia";"Ignorado";"Total"
"64 anos";-;-;-;2;2;-;-;-;-;1;1;-;-;1;2;2;2;1;1;-;-;1;4;-;4;2;-;-;4;3;2;2;2;2;1;2;3;2;-;-;1;1;1;1;2;1;-;-;-;2;1;1;-;-;1;1;-;-;1;2;-;-;1;4;2;1;1;2;5;2;1;1;-;1;1;-;1;2;1;1;1;-;2;-;1;2;-;3;2;-;1;2;3;-;1;-;-;110
"65 anos";1;1;-;4;-;-;-;-;1;-;2;2;1;-;2;3;4;-;-;1;1;3;3;3;5;1;-;-;3;4;1;2;-;-;1;2;2;3;-;-;1;1;2;3;5;1;1;-;3;-;3;-;-;3;-;1;-;1;1;4;3;1;1;2;-;1;2;1;1;1;-;1;1;-;1;2;1;2;3;1;1;2;1;2;1;-;-;4;-;-;1;1;2;-;4;-;1;131
"66 anos";1;-;-;-;5;-;1;1;1;2;-;1;1;1;1;-;2;-;3;-;2;2;2;1;9;-;1;1;4;6;3;1;-;-;-;1;3;1;-;1;1;2;2;-;-;-;-;3;-;3;1;-;3;2;2;-;-;1;-;1;-;-;2;1;-;3;2;-;3;2;-;-;1;2;1;1;2;4;1;1;-;1;3;1;-;-;-;-;1;-;3;4;1;2;2;1;-;124
"67 anos";1;-;2;1;-;-;-;-;1;1;4;-;3;1;2;1;1;2;2;-;1;2;2;2;11;3;-;2;1;3;1;1;1;-;-;-;6;-;1;-;1;4;1;4;4;1;2;2;2;3;-;-;1;3;-;1;-;-;1;2;1;3;-;2;-;-;1;-;4;3;1;-;1;2;1;1;-;2;6;-;1;2;7;2;-;1;-;-;1;-;-;-;1;2;-;1;-;137
"68 anos";4;-;-;-;2;-;1;1;2;-;7;1;2;-;1;-;3;2;1;4;-;2;2;1;4;1;4;3;2;3;1;1;2;-;2;2;5;-;-;1;4;4;2;-;3;2;-;3;2;-;1;-;3;1;-;1;-;-;2;1;2;-;-;1;1;2;1;4;3;2;4;-;2;1;1;-;-;1;1;-;-;1;2;5;-;-;1;-;-;1;2;7;-;5;1;1;1;149
"69 anos";1;3;-;-;-;-;-;-;2;-;2;-;3;-;1;-;1;-;-;-;1;5;2;2;9;2;1;-;2;3;4;-;2;3;-;-;4;-;-;-;3;6;3;-;5;1;3;1;-;1;2;-;2;-;1;-;-;1;2;2;-;3;1;1;1;1;-;-;4;2;3;-;4;4;3;2;-;-;-;-;-;-;3;3;-;2;1;2;2;1;1;1;1;6;1;1;-;140
"70 anos";-;-;-;1;2;1;1;-;-;1;3;2;1;1;1;3;-;1;5;2;2;5;1;1;5;1;2;1;1;2;4;1;2;2;1;4;7;-;1;1;3;5;-;2;4;2;2;4;2;2;2;-;-;2;-;2;-;2;1;-;-;4;1;2;1;2;1;1;5;2;5;2;1;1;3;-;1;-;4;-;-;1;5;4;-;1;-;3;1;-;-;-;-;1;3;1;-;160
"71 anos";3;-;-;3;4;-;4;1;-;1;3;3;2;2;1;3;3;3;3;2;1;2;-;1;8;2;2;-;2;3;1;4;4;1;2;1;5;1;1;1;4;10;1;2;4;4;4;1;-;2;3;-;1;-;-;-;-;-;1;4;1;1;6;5;1;2;1;3;3;1;1;-;3;2;1;1;-;2;3;-;-;3;1;4;1;1;-;2;-;-;-;2;1;2;2;1;-;181
"72 anos";2;-;-;2;4;1;2;-;-;-;5;1;-;-;1;2;2;1;4;1;4;-;5;1;4;-;-;2;4;2;-;3;5;1;1;2;3;-;-;-;2;2;-;-;5;3;-;-;3;-;3;-;-;1;1;1;1;1;1;-;1;1;-;3;2;2;-;2;3;-;2;1;1;2;1;-;2;1;2;-;-;1;5;2;3;-;-;1;-;-;1;1;1;3;3;1;-;137
"73 anos";1;-;-;1;2;-;1;1;1;-;1;1;1;1;2;-;4;2;5;2;2;4;2;1;10;-;7;-;4;4;1;-;1;1;1;2;4;1;1;-;1;2;-;4;6;1;3;2;1;2;1;-;2;1;1;2;-;2;1;5;2;1;-;3;2;-;1;2;3;1;-;2;-;2;-;2;1;5;3;-;1;1;3;2;-;2;1;-;1;-;2;1;5;3;3;1;2;167
"74 anos";5;-;1;1;2;-;1;1;1;1;3;3;1;1;3;1;2;2;2;3;3;3;1;2;11;2;7;-;2;4;2;4;1;-;2;1;2;2;-;2;1;5;-;2;4;2;3;2;1;-;2;-;1;1;1;1;-;-;1;2;2;-;-;3;-;-;1;1;5;4;4;2;-;5;1;1;1;2;5;-;1;1;4;6;1;2;4;3;1;-;2;5;2;5;1;-;-;189
"75 anos";5;2;1;4;1;-;-;1;2;2;4;-;1;-;2;2;1;2;4;-;7;1;2;1;9;3;2;-;-;3;4;2;3;1;-;2;4;1;1;1;3;5;2;2;2;4;-;2;1;1;1;-;2;2;1;1;-;1;1;2;1;2;1;3;2;-;1;1;4;1;1;-;1;-;1;1;1;2;3;-;-;1;1;7;-;-;1;3;1;-;2;3;3;4;1;3;-;170
"76 anos";1;-;-;1;2;1;-;3;1;1;3;2;4;-;-;4;5;3;1;3;2;1;7;1;9;2;-;3;3;2;-;1;2;4;1;2;2;-;-;-;2;4;1;3;2;-;2;2;1;-;-;-;2;2;1;1;1;1;1;2;2;1;3;3;2;1;2;3;3;6;1;2;2;5;2;1;1;2;1;2;1;1;5;3;-;1;3;1;-;-;2;3;1;2;1;5;-;179
"77 anos";4;1;-;2;1;-;3;1;-;2;3;2;5;1;2;2;1;1;-;2;3;3;1;1;2;1;5;1;3;-;-;3;3;-;1;2;8;1;1;-;4;5;1;1;6;2;1;4;1;2;1;-;5;5;-;1;-;-;2;3;2;-;1;3;3;-;-;1;4;-;1;3;1;5;1;1;1;3;2;2;1;-;1;5;1;-;1;1;1;-;4;3;1;2;2;1;1;175
"78 anos";2;1;-;2;2;1;4;3;2;1;4;4;3;4;2;2;1;3;3;5;3;5;4;-;7;2;3;-;6;5;1;-;3;3;2;1;5;2;1;-;1;5;1;6;6;-;2;-;1;2;2;-;3;3;1;1;-;-;1;3;3;-;1;1;3;1;1;3;5;2;5;3;1;3;1;3;-;2;6;-;2;3;2;2;-;1;1;1;3;-;2;7;5;-;3;1;-;217
"79 anos";4;1;-;-;-;-;8;1;-;-;4;-;1;1;3;-;1;1;3;2;5;3;2;1;10;-;4;2;7;-;5;4;1;6;2;2;12;3;-;-;2;2;1;6;6;-;2;5;-;4;1;-;2;3;-;2;-;2;2;3;4;2;1;5;2;1;2;1;6;2;4;6;2;2;4;1;1;5;5;2;1;1;3;5;1;4;2;3;1;1;1;3;2;7;3;4;-;242
"80 anos";3;3;1;3;5;-;1;1;1;2;1;-;1;1;4;2;3;3;-;1;2;3;3;-;5;-;3;1;2;-;1;3;3;6;-;2;7;4;-;-;4;5;1;2;2;1;1;1;3;1;2;-;2;3;1;-;1;-;2;6;1;3;1;3;3;2;2;2;2;5;2;4;-;1;-;1;-;6;8;2;1;2;2;3;3;-;1;-;2;2;3;2;4;7;3;3;-;205
"81 anos";2;3;-;3;3;-;1;-;4;1;4;2;2;2;3;3;3;3;3;2;-;2;1;-;8;1;7;-;3;2;5;1;1;3;-;1;5;1;-;-;1;3;-;2;7;-;3;7;1;1;3;-;3;10;1;2;1;-;4;2;4;3;1;2;1;1;2;4;5;1;3;3;1;4;2;5;1;5;8;-;-;3;2;4;-;1;2;2;1;1;2;4;4;1;1;4;-;224
"82 anos";1;4;-;4;2;-;1;-;2;2;1;4;1;1;5;3;2;6;2;3;2;4;3;2;7;2;4;3;5;-;1;1;8;3;2;-;5;2;1;-;3;4;-;3;2;4;2;2;-;1;4;-;4;2;1;-;1;-;-;7;1;-;2;5;3;3;3;2;3;6;12;4;2;4;1;1;2;2;4;-;1;3;-;3;3;-;6;3;-;1;2;6;7;2;6;1;-;243
"83 anos";5;-;-;2;1;3;2;1;1;-;4;1;-;-;3;3;1;5;1;6;1;2;1;4;6;1;4;2;-;3;3;1;4;5;-;2;3;2;-;2;5;3;2;3;3;1;2;5;-;2;2;-;4;2;2;4;1;-;1;3;4;-;1;5;3;-;2;2;5;6;10;4;1;1;2;1;1;8;9;-;2;2;7;3;1;-;4;2;-;3;3;8;4;3;3;1;-;241
"84 anos";3;1;-;2;-;-;3;4;1;1;4;3;2;-;2;4;2;1;1;-;2;3;1;1;5;2;7;-;5;-;4;3;6;6;1;3;3;2;2;1;3;6;5;2;3;2;1;3;3;3;-;-;5;2;-;-;1;1;-;4;3;1;2;2;2;2;1;2;4;4;7;4;2;2;3;2;1;1;10;1;2;4;2;1;1;-;-;2;-;1;1;5;5;2;3;2;1;223
"85 anos";3;4;-;2;1;1;4;3;-;-;4;4;4;3;3;2;1;3;1;5;6;2;4;3;9;7;2;2;2;1;2;-;5;3;-;2;5;3;1;-;2;4;-;6;2;4;1;4;2;2;4;-;6;2;5;-;-;1;-;5;6;-;2;2;1;-;1;3;5;5;8;8;4;1;-;-;-;5;11;2;-;3;5;4;2;2;5;3;1;2;3;9;4;3;5;2;1;275
"86 anos";7;-;-;1;-;1;4;1;-;1;4;1;2;1;4;1;1;2;3;4;5;3;2;-;7;1;4;1;1;3;1;2;7;10;2;1;9;-;-;-;1;1;-;5;7;-;-;1;4;4;2;-;4;5;1;1;1;1;-;3;3;1;2;4;4;2;-;1;3;3;8;5;2;3;-;2;2;3;8;1;3;3;4;3;1;1;1;2;5;-;2;6;5;7;2;4;1;245
"87 anos";1;2;-;3;-;-;5;1;-;-;2;1;4;1;3;1;3;-;2;4;2;3;6;2;5;3;2;1;5;2;3;1;5;6;2;3;3;-;1;-;2;3;-;9;1;-;-;8;3;1;2;-;6;4;3;-;3;-;2;4;5;-;2;3;1;2;2;4;6;5;3;1;1;6;2;4;1;3;8;1;1;3;2;4;2;1;1;3;-;-;2;9;1;9;1;2;-;240
"88 anos";2;2;1;-;3;1;6;2;-;1;4;2;1;2;5;5;1;2;4;2;-;3;4;-;5;4;-;1;4;2;2;-;4;9;1;-;3;2;2;1;-;4;1;7;6;-;-;3;1;1;1;-;4;3;1;-;2;1;-;5;3;1;4;2;2;-;1;1;3;1;5;-;-;2;2;2;1;5;6;-;1;7;5;3;1;1;4;2;-;2;1;6;1;3;2;6;-;219
"89 anos";2;1;-;1;-;1;-;2;-;-;3;1;3;1;5;3;1;3;2;5;1;4;3;-;3;7;9;1;10;3;2;1;2;2;-;1;8;-;-;1;2;4;-;6;3;-;2;6;2;-;1;-;5;6;3;1;-;-;-;3;5;-;3;4;-;-;-;2;3;3;7;5;3;1;-;1;-;3;8;-;4;5;3;4;-;2;5;2;-;1;3;6;2;4;3;2;-;230
"90 anos";8;1;-;-;1;-;2;2;4;-;3;2;1;2;7;1;1;1;6;-;1;2;2;-;3;2;5;-;6;-;3;-;4;5;-;3;6;-;-;1;1;-;1;3;3;2;-;4;4;2;1;-;3;4;-;1;1;-;-;2;8;1;6;3;-;-;2;4;6;4;9;3;1;1;-;-;-;1;6;1;-;6;3;3;-;-;3;1;2;1;1;14;1;6;2;3;1;220
"91 anos";2;-;1;4;-;-;3;4;-;1;2;3;-;-;4;2;-;3;-;2;1;4;1;1;3;2;-;1;4;-;3;2;4;7;1;1;2;1;-;1;1;6;1;8;3;1;-;4;5;1;-;-;1;6;-;-;-;1;1;2;7;3;6;1;-;2;2;4;7;1;4;7;1;1;-;-;-;2;3;-;3;4;2;4;2;-;-;-;-;1;-;6;6;-;-;2;-;192
"92 anos";6;2;-;-;1;-;3;1;1;-;5;-;4;-;4;1;2;1;3;2;-;1;1;-;2;2;2;-;6;1;-;-;1;5;-;2;7;-;1;2;-;-;-;4;5;-;-;2;1;1;3;-;3;1;-;-;-;-;-;2;4;-;2;4;-;-;1;2;2;5;4;6;1;3;-;-;-;1;9;1;-;3;1;2;1;-;1;2;-;1;2;5;3;-;1;1;-;159
"93 anos";1;-;-;1;-;-;1;3;-;-;-;-;-;1;5;3;-;5;-;1;1;2;-;-;1;2;2;-;2;1;-;-;2;4;2;-;3;1;-;1;-;3;-;5;2;-;-;-;1;-;2;-;7;1;2;1;-;-;-;-;4;-;2;2;1;2;-;-;4;2;5;3;-;1;1;1;1;1;4;1;1;3;1;1;2;-;1;1;-;1;2;9;-;1;4;-;-;131
"94 anos";2;-;-;-;1;-;-;2;-;-;-;-;-;-;3;2;1;-;1;-;-;3;2;-;-;2;1;-;3;-;-;-;3;3;-;1;-;1;2;-;-;2;-;8;2;2;-;2;1;2;2;-;4;1;2;-;2;1;1;2;4;1;3;3;-;2;1;-;2;3;2;1;1;-;1;-;1;-;4;-;1;5;1;4;1;-;-;1;1;-;1;4;1;1;1;1;1;120
"95 anos";1;1;-;1;1;-;2;-;-;-;-;2;-;-;3;-;-;1;4;4;1;1;1;1;2;3;2;-;1;1;1;-;4;1;-;-;3;1;-;-;-;1;2;4;1;1;-;1;3;2;-;-;2;2;1;2;-;1;-;4;5;-;-;1;2;-;-;-;-;1;3;3;-;1;1;-;1;1;1;-;-;1;-;5;1;-;-;2;-;-;1;9;1;3;-;1;-;114
"96 anos";1;2;-;2;-;-;2;-;-;-;-;-;-;-;1;-;-;1;1;1;2;-;1;-;1;1;1;2;2;-;-;-;2;5;-;-;1;1;-;1;-;-;-;3;-;-;-;2;1;1;-;-;2;2;1;-;-;-;-;-;2;-;2;-;-;-;-;1;1;2;2;2;-;-;-;-;-;-;4;1;-;1;1;2;-;-;1;-;-;-;-;2;1;2;2;-;-;72
"97 anos";1;-;-;-;1;-;2;-;-;-;1;-;1;-;2;2;1;-;1;1;-;-;1;-;2;1;3;-;-;-;-;-;-;3;-;1;3;-;-;-;-;1;-;7;-;-;-;-;-;-;-;-;-;1;-;1;-;-;2;-;1;-;4;1;-;-;-;-;-;-;6;-;1;1;-;-;-;-;4;-;-;-;1;-;-;-;-;-;-;-;1;5;-;-;-;-;-;64
"98 anos";-;1;-;-;1;-;2;-;-;-;-;1;-;-;1;1;-;1;-;-;1;2;-;-;2;-;-;-;1;1;2;-;-;2;-;-;3;-;-;-;1;1;-;3;1;2;-;1;-;-;1;-;-;1;-;-;-;-;-;2;3;-;1;-;-;-;-;-;1;1;1;-;1;-;-;-;-;-;3;-;-;2;2;-;-;-;-;1;-;2;-;4;1;1;-;-;-;59
"99 anos";-;2;-;-;-;-;2;-;-;2;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;1;-;-;1;-;-;-;1;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;2;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;1;-;-;-;1;27
"100 anos";-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;1;1;2;-;-;-;-;-;-;1;-;2;-;-;1;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;1;-;1;-;-;2;-;1;2;1;27
"101 anos";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;1;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;3;1;1;-;-;-;15
"102 anos";1;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;1;-;-;16
"103 anos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"104 anos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"105 anos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;4
"106 anos";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"108 anos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"Ignorado";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;4
"Total";106;43;19;70;67;20;86;52;37;35;148;57;82;37;112;81;105;98;129;93;102;153;123;66;376;82;117;44;137;143;108;89;123;131;62;92;224;58;22;32;128;240;55;140;184;73;78;99;72;74;81;1;109;105;43;62;22;33;47;134;115;54;75;137;64;57;54;91;180;115;160;106;60;102;77;45;43;135;191;28;36;100;131;124;51;55;69;67;41;25;87;201;101;133;93;73;22;8839
Fonte: Sistema de Informações sobre Mortalidade – SIM/PRO-AIM – CEInfo –SMS-SP
Notas:
1. Para tabulações de proporções, o campo referente à proporção deve constar em linhas ou colunas.
2. Os coeficientes de mortalidade podem ser tabuladas por Distrito Administrativo e seus agregados (Supervisão de Saúde e Região), faixa etária e sexo.
3. Os coeficientes de mortalidade por homicídio, aids, tuberculose e acidentes de trânsito foram calculados por 100.000 habitantes. 
4. A partir de 2005, os óbitos por acidentes de trânsito foram qualificados com o apoio da Companhia de Engenharia de Tráfego – CET.
